store,address,Latitude,Longitude
공항대로점,서울특별시 강서구 공항대로 329,37.5582043,126.8443392
홈플러스중계점,서울특별시 노원구 동일로204가길 12 홈플러스중계점 1층,37.6398053,127.068653
우장산역점,서울특별시 강서구 강서로 253,37.5483818,126.8360441
NC강서점,서울특별시 강서구 강서로56길 17 4층,37.5599039,126.8405122
발산점,서울특별시 강서구 강서로 360,37.5576613,126.8384045
발산역점,서울특별시 강서구 강서로 385 우성에스비타워,37.5599712,126.8383206
양천향교역점,서울특별시 강서구 양천로 344,37.5642415,126.8426754
중계역점,서울특별시 노원구 동일로 1335 (상계동),37.6479584,127.0622561
덕성여대점,서울특별시 도봉구 삼양로144길 17 1층,37.651677,127.0137493
롯데마트중계점,서울특별시 노원구 노원로 330 롯데마트중계점 2층,37.6466484,127.0709824
창동역점,서울특별시 도봉구 노해로63길 84-16,37.6521578,127.0468125
구파발역점,서울특별시 은평구 진관2로 12,37.6343271,126.9186635
창동점,서울특별시 도봉구 마들로11길 57,37.6534668,127.0501423
노원역사거리점,서울특별시 노원구 노해로 480,37.6541572,127.0614199
은행사거리점,서울특별시 노원구 한글비석로 264 중계그랜드프라자 1층,37.6508596,127.0770963
구파발점,서울특별시 은평구 진관3로 11 힐데스하임 1층 101호 ~ 103호,37.6410554,126.9212098
쌍문점,서울특별시 도봉구 도당로 2,37.6592197,127.0373214
노원점,서울특별시 노원구 상계로 65,37.6563387,127.0622277
마곡나루역점,서울특별시 강서구 마곡서로 152 두산더랜드타워 B동,37.5675656,126.8258731
홈플러스방학점,서울특별시 도봉구 도봉로 678 홈플러스방학점 1층,37.6648017,127.0437103
방학역점,서울특별시 도봉구 도봉로150길 28,37.6658832,127.0447078
상계보람점,서울특별시 노원구 한글비석로 471,37.6640332,127.0653748
신방화역점,서울특별시 강서구 방화대로 294 마곡더블유타워,37.5646012,126.8169076
송정역점,서울특별시 강서구 공항대로 28 1층,37.5611033,126.8102742
방화역점,서울특별시 강서구 금낭화로 292,37.5760176,126.811854
김포공항점,서울특별시 강서구 하늘길 38 롯데몰스카이파크 지하2층,37.5634487,126.8031256
CJ THE MARKET 여의도IFC점,서울특별시 영등포구 국제금융로 10 IFC몰 B3층,37.5249367,126.9252845
군포행사장,서울특별시 중구 소월로2길 12,37.554569,126.9759606
까치산역점,서울특별시 강서구 강서로13길 3,37.532287,126.8460833
미아사거리점,서울특별시 강북구 도봉로 41-1,37.6126281,127.0297169
쌍문역점,서울특별시 도봉구 도봉로 480 1층,37.6483224,127.0348734
외대정문점,서울특별시 동대문구 이문로 107,37.5976171,127.0582192
청담역점,서울특별시 강남구 삼성로 716,37.5198708,127.0500307
티지에스플러스,서울특별시 강동구 성내로 89 303,37.5269702,127.1296599
