전철역명,호선,X좌표,Y좌표,X좌표(WGS),Y좌표(WGS)
서울,A,493365,1125595,37.554648,126.972559
홍대입구,A,483315,1126247,37.557192,126.925381
김포공항,A,455957,1127820,37.562434,126.801058
공덕,A,489187,1122797,37.544018,126.951592
디지털미디어시티,A,477750,1131825,37.576646,126.900984
계양,A,441522,1130440,37.571462,126.735637
검암,A,427682,1129830,37.569104,126.673728
청라국제도시,A,416682,1126230,37.555878,126.625327
운서,A,387922,1108780,37.492904,126.49379
공항화물청사,A,384282,1099430,37.458366,126.476241
인천국제공항,A,378682,1096230,37.447464,126.452508
영종,A,387922,1108780,37.511466,126.5237
왕십리,B,508015,1127512,37.561533,127.037732
왕십리,B,508015,1127512,37.561533,127.037732
수원,B,499747,1045517,37.265974,126.999874
이매,B,528285,1081810,37.396104,127.12827
선정릉,B,509542,1113380,37.51098,127.043593
복정,B,527842,1102047,37.470047,127.126662
모란,B,528402,1091947,37.43213,127.129087
정자,B,523707,1073515,37.36706,127.108105
왕십리,B,508015,1127512,37.561533,127.037732
강남구청,B,508965,1115207,37.517186,127.04128
선릉,B,510742,1111880,37.504503,127.049008
기흥,B,525500,1048200,37.275619,127.115936
도곡,B,512105,1107980,37.490858,127.055381
수서,B,522445,1106977,37.487371,127.10188
한티,B,511526,1109471,37.496237,127.052873
구룡,B,512907,1106947,37.486839,127.058856
수서,B,522445,1106977,37.487371,127.10188
야탑,B,528336,1086000,37.411185,127.128715
구성,B,523000,1054700,37.298969,127.105664
왕십리,B,508015,1127512,37.561533,127.037732
선릉,B,510742,1111880,37.504503,127.049008
도곡,B,512105,1107980,37.490858,127.055381
개포동,B,514487,1107365,37.489116,127.06614
대모산입구,B,515977,1108135,37.491373,127.07272
복정,B,527842,1102047,37.470047,127.126662
수원,B,499747,1045517,37.265974,126.999874
서울숲,B,509642,1122580,37.543617,127.044707
압구정로데오,B,508842,1118080,37.527381,127.040534
선정릉,B,509542,1113380,37.51098,127.043593
가천대,B,527950,1096310,37.448605,127.126697
태평,B,528172,1093737,37.440019,127.127709
모란,B,528402,1091947,37.43213,127.129087
서현,B,527192,1078555,37.385126,127.123592
수내,B,525145,1076772,37.378455,127.114322
정자,B,523707,1073515,37.36706,127.108105
미금,B,523957,1068933,37.350077,127.10891
오리,B,524013,1065930,37.339824,127.108942
이매,B,528285,1081810,37.396104,127.12827
보정,B,523768,1058578,37.312752,127.108196
죽전,B,523610,1061899,37.324753,127.107395
신갈,B,524500,1051200,37.286102,127.111313
기흥,B,525500,1048200,37.275619,127.115936
상갈,B,524100,1044500,37.26181,127.108847
청명,B,517500,1043900,37.259489,127.078934
영통,B,515700,1041600,37.251568,127.071394
망포,B,512500,1040000,37.245795,127.057353
매탄권선,B,508800,1042000,37.252759,127.040566
수원시청,B,506500,1044700,37.261911,127.030736
매교,B,503400,1045300,37.265481,127.015678
강남구청,B,508965,1115207,37.517186,127.04128
기흥,E,525500,1048200,37.275619,127.115936
기흥,E,525500,1048200,37.275619,127.115936
김량장,E,543900,1037700,37.237247,127.198781
운동장?송담대,E,546300,1037800,37.237845,127.209198
고진,E,547400,1039700,37.24484,127.214251
보평,E,548400,1043700,37.258965,127.218457
둔전,E,547400,1045900,37.267051,127.21364
전대?에버랜드,E,548800,1051000,37.285342,127.219561
강남대,E,527800,1046600,37.270161,127.126033
지석,E,530200,1046500,37.269606,127.136515
어정,E,531700,1048000,37.274917,127.143714
동백,E,533700,1046500,37.269043,127.152716
초당,E,535500,1044100,37.260752,127.159443
삼가,E,537300,1039000,37.242115,127.168075
시청?용인대,E,539500,1038300,37.239151,127.178406
명지대,E,542100,1037900,37.237964,127.190294
광운대,G,513467,1144785,37.623632,127.061835
상봉,G,518665,1137145,37.596362,127.085032
망우,G,520227,1138095,37.59955,127.091909
회기,G,512662,1135362,37.58946,127.057583
상봉,G,518665,1137145,37.596362,127.085032
청량리,G,510002,1132640,37.580178,127.046835
회기,G,512662,1135362,37.58946,127.057583
중랑,G,516572,1136827,37.594917,127.076116
청량리,G,510002,1132640,37.580178,127.046835
청량리,G,510002,1132640,37.580178,127.046835
김유정,G,657027,1199465,37.818466,127.71434
남춘천,G,659057,1212015,37.864007,127.723792
회기,G,512662,1135362,37.58946,127.057583
광운대,G,513467,1144785,37.623632,127.061835
중랑,G,516572,1136827,37.594917,127.076116
망우,G,520227,1138095,37.59955,127.091909
신내,G,522627,1141915,37.612887,127.103218
갈매,G,525127,1147615,37.634118,127.114757
별내,G,528027,1149915,37.64202,127.12684
퇴계원,G,531627,1151565,37.648311,127.143952
사릉,G,538877,1152465,37.65108,127.176933
금곡,G,545627,1148565,37.637382,127.207853
평내호평,G,553727,1153065,37.653225,127.244493
천마산,G,563227,1154365,37.658978,127.285379
마석,G,568527,1153065,37.652782,127.311767
대성리,G,583557,1161685,37.684071,127.379319
청평,G,593827,1175965,37.735488,127.42661
상천,G,599927,1185665,37.770246,127.454821
가평,G,612227,1198065,37.814536,127.510739
굴봉산,G,622627,1202925,37.832067,127.557695
백양리,G,629627,1202665,37.830779,127.58933
강촌,G,639467,1195735,37.805723,127.634146
춘천,G,657427,1217865,37.885054,127.717023
상봉,G,518665,1137145,37.596362,127.085032
원인재,I,430747,1086298,37.412603,126.687389
부평구청,I,438020,1112972,37.508336,126.720548
부평,I,438837,1107772,37.489493,126.724805
인천시청,I,433955,1098822,37.457405,126.702221
계양,I,441522,1130440,37.571462,126.735637
박촌,I,443555,1125427,37.553703,126.745077
센트럴파크,I,419000,1081040,37.393054,126.634729
국제업무지구,I,418000,1082740,37.399907,126.630347
부평,I,438837,1107772,37.489493,126.724805
계양,I,441522,1130440,37.571462,126.735637
귤현,I,442922,1128840,37.566379,126.742654
임학,I,442125,1123022,37.545059,126.738665
계산,I,439762,1122675,37.543238,126.728128
경인교대입구,I,438555,1121145,37.538157,126.722597
작전,I,438570,1119005,37.530415,126.722527
갈산,I,438274,1115301,37.517268,126.721514
부평구청,I,438020,1112972,37.508336,126.720548
부평시장,I,438337,1110062,37.498383,126.722244
동수,I,437695,1106492,37.485312,126.718247
부평삼거리,I,435765,1104420,37.477679,126.710208
간석오거리,I,435212,1101395,37.467048,126.707938
인천시청,I,433955,1098822,37.457405,126.702221
예술회관,I,433617,1096297,37.449396,126.701012
인천터미널,I,433307,1094520,37.442383,126.699706
문학경기장,I,433030,1092422,37.434935,126.698579
선학,I,433222,1090365,37.426684,126.698863
신연수,I,432092,1087825,37.41804,126.693863
원인재,I,430747,1086298,37.412603,126.687389
동춘,I,429241,1084081,37.404737,126.681015
동막,I,427474,1082340,37.397878,126.674005
캠퍼스타운,I,425000,1079640,37.387855,126.661673
테크노파크,I,423720,1077970,37.382268,126.656365
지식정보단지,I,421500,1076640,37.378384,126.645168
인천대입구,I,420000,1079040,37.386007,126.639484
검암,I2,427682,1129830,37.569104,126.673728
주안,I2,429187,1100850,37.464941,126.679923
인천시청,I2,433955,1098822,37.457405,126.702221
완정,I2,,,37.592928,126.673203
석바위시장,I2,,,37.457611,126.692575
주안,I2,429187,1100850,37.464941,126.679923
인천시청,I2,433955,1098822,37.457405,126.702221
검단오류,I2,,,37.594877,126.627178
왕길,I2,,,37.59518,126.642696
검단사거리,I2,,,37.60185,126.657108
마전,I2,,,37.597566,126.666998
독정,I2,,,37.585212,126.675844
검바위,I2,,,37.561405,126.677566
아시아드경기장,I2,,,37.5517,126.677122
서구청,I2,,,37.543742,126.676787
가정,I2,,,37.524649,126.675539
가정중앙시장,I2,,,37.517054,126.676672
석남,I2,,,37.506193,126.676203
서부여성회관,I2,,,37.506193,126.676203
인천가좌,I2,,,37.4897,126.675208
가재울,I2,,,37.484192,126.683673
주안국가산단,I2,,,37.473703,126.68113
시민공원,I2,,,37.458335,126.681192
석천사거리,I2,,,37.456805,126.709986
모래내시장,I2,,,37.45583,126.719298
만수,I2,,,37.454911,126.732094
남동구청,I2,,,37.448161,126.736939
인천대공원,I2,,,37.448769,126.752618
운연,I2,,,37.440127,126.75997
검암,I2,427682,1129830,37.569104,126.673728
이촌,K,494107,1116637,37.522272,126.974345
왕십리,K,508015,1127512,37.561533,127.037732
홍대입구,K,483315,1126247,37.557192,126.925381
상봉,K,518665,1137145,37.596362,127.085032
망우,K,520227,1138095,37.59955,127.091909
공덕,K,489187,1122797,37.544018,126.951592
왕십리,K,508015,1127512,37.561533,127.037732
회기,K,512662,1135362,37.58946,127.057583
상봉,K,518665,1137145,37.596362,127.085032
대곡,K,458007,1147052,37.631626,126.811024
공덕,K,489187,1122797,37.544018,126.951592
디지털미디어시티,K,477750,1131825,37.576646,126.900984
왕십리,K,508015,1127512,37.561533,127.037732
공덕,K,489187,1122797,37.544018,126.951592
효창공원앞,K,491425,1121402,37.539261,126.961351
청량리,K,510002,1132640,37.580178,127.046835
회기,K,512662,1135362,37.58946,127.057583
중랑,K,516572,1136827,37.594917,127.076116
옥수,K,503850,1121910,37.540685,127.017965
청량리,K,510002,1132640,37.580178,127.046835
홍대입구,K,483315,1126247,37.557192,126.925381
용산,K,491977,1118732,37.529849,126.964561
디지털미디어시티,K,477750,1131825,37.576646,126.900984
청량리,K,510002,1132640,37.580178,127.046835
용산,K,491977,1118732,37.529849,126.964561
강매,K,465720,1141779,37.612314,126.843223
지평,K,,,,
왕십리,K,508015,1127512,37.561533,127.037732
홍대입구,K,483315,1126247,37.557192,126.925381
옥수,K,503850,1121910,37.540685,127.017965
이촌,K,494107,1116637,37.522272,126.974345
서빙고,K,497257,1115882,37.519594,126.988537
한남,K,501750,1118657,37.52943,127.009169
응봉,K,507432,1124352,37.549946,127.034538
회기,K,512662,1135362,37.58946,127.057583
중랑,K,516572,1136827,37.594917,127.076116
망우,K,520227,1138095,37.59955,127.091909
양원,K,523632,1140087,37.606596,127.107906
구리,K,531520,1139097,37.603392,127.143869
도농,K,535400,1140587,37.608806,127.161153
양정,K,542752,1139387,37.60533,127.19364
덕소,K,545892,1134737,37.586781,127.208832
도심,K,548956,1132632,37.579622,127.222672
팔당,K,553656,1123632,37.547371,127.243939
운길산,K,568456,1125732,37.554669,127.310115
양수,K,572506,1123332,37.545981,127.329098
신원,K,582256,1117732,37.525545,127.372921
국수,K,587806,1115232,37.516169,127.399367
아신,K,597856,1114532,37.51382,127.443173
오빈,K,604526,1112452,37.506062,127.473868
양평(경의중앙선),K,608646,1108692,37.492832,127.491814
원덕,K,620686,1102132,37.468672,127.547076
용문,K,631106,1105832,37.48223,127.594647
서울(경의중앙선),K,493365,1125595,37.556328,126.969522
신촌(경의중앙선),K,487020,1127079,37.559783,126.942319
서강대,K,485615,1124847,37.551881,126.935711
가좌,K,480980,1129579,37.568491,126.915487
수색,K,476820,1133079,37.580842,126.895611
화전,K,470720,1139079,37.602888,126.868387
행신,K,463270,1141629,37.612102,126.834146
능곡,K,460120,1143579,37.618808,126.820783
곡산,K,456120,1150979,37.645676,126.801762
백마,K,454620,1154279,37.658239,126.794461
풍산,K,452620,1158279,37.672346,126.786243
일산,K,449020,1161080,37.682077,126.769846
탄현,K,447100,1164280,37.694023,126.761086
야당,K,,,37.712327,126.761356
운정,K,448520,1173280,37.725826,126.767257
금릉,K,448220,1180380,37.751322,126.765347
금촌,K,450120,1184280,37.766217,126.774644
월롱,K,454200,1192580,37.796188,126.792587
파주,K,454200,1197940,37.815298,126.792783
문산,K,453250,1208880,37.854619,126.788047
대곡,K,458007,1147052,37.631626,126.811024
공덕,K,489187,1122797,37.544018,126.951592
디지털미디어시티,K,477750,1131825,37.576646,126.900984
효창공원앞,K,491425,1121402,37.539261,126.961351
상봉,K,518665,1137145,37.596362,127.085032
판교,KK,524500,1081300,37.394761,127.111217
이매,KK,528285,1081810,37.396104,127.12827
삼동,KK,,,37.409522,127.20336
경기광주,KK,,,37.399907,127.25263
초월,KK,,,37.374419,127.299
곤지암,KK,,,37.351315,127.34674
신둔도예촌,KK,,,37.317185,127.40476
이천,KK,,,37.265579,127.44226
부발,KK,,,37.260192,127.490277
세종대왕릉,KK,,,37.295309,127.570938
여주,KK,,,,
이매,KK,528285,1081810,37.396104,127.12827
판교,KK,524500,1081300,37.394761,127.111217
판교,S,524500,1081300,37.394761,127.111217
강남,S,506032,1109640,37.497175,127.027926
양재,S,507387,1106032,37.484147,127.034631
정자,S,523707,1073515,37.36706,127.108105
청계산입구,S,511857,1096100,37.447211,127.055664
강남,S,506032,1109640,37.497175,127.027926
양재,S,507387,1106032,37.484147,127.034631
정자,S,523707,1073515,37.36706,127.108105
양재시민의숲,S,508350,1102150,37.470023,127.03842
판교,S,524500,1081300,37.394761,127.111217
동천,S,,,37.337928,127.102976
수지구청,S,,,37.322702,127.095026
성복,S,,,37.313335,127.0801
상현,S,,,37.297664,127.069342
광교중앙,S,,,37.288617,127.051478
광교,S,,,37.30211,127.044483
원인재,SU,430747,1086298,37.412603,126.687389
오이도,SU,441955,1072345,37.362357,126.738714
인천,SU,415080,1103977,37.476691,126.616936
인하대,SU,424155,1090745,37.448493,126.649619
숭의,SU,,,37.460789,126.638297
달월,SU,443455,1077245,37.379681,126.745177
오이도,SU,441955,1072345,37.362357,126.738714
인천,SU,415080,1103977,37.476691,126.616936
월곶,SU,442655,1080745,37.391769,126.742699
소래포구,SU,440955,1083045,37.40095,126.733522
인천논현,SU,438355,1083045,37.400614,126.722478
호구포,SU,435255,1083345,37.401637,126.708627
남동인더스파크,SU,432555,1084945,37.407722,126.695216
연수,SU,428755,1087845,37.417804,126.67894
송도,SU,424155,1090745,37.428514,126.657772
신포,SU,,,37.46874,126.623853
원인재,SU,430747,1086298,37.412603,126.687389
회룡,U,510190,1172670,37.724846,127.046895
탑석,U,519500,1175280,37.733579,127.088704
회룡,U,510190,1172670,37.724846,127.046895
발곡,U,511590,1173570,37.727048,127.052803
범골,U,509590,1174070,37.728755,127.04353
경전철의정부,U,509590,1176320,37.737202,127.043257
의정부시청,U,507590,1176820,37.739256,127.034781
흥선,U,508090,1177950,37.743302,127.037023
의정부중앙,U,510990,1178050,37.743676,127.049565
동오,U,512490,1178550,37.745271,127.056947
새말,U,513990,1179480,37.748885,127.06362
경기도청북부청사,U,515700,1180050,37.75059,127.071495
효자,U,517000,1180930,37.754025,127.076902
곤제,U,518200,1179980,37.750471,127.083715
어룡,U,518600,1177780,37.742802,127.085035
송산,U,519100,1176280,37.737279,127.087159
신설동,UI,505342,1131412,37.575297,127.025087
성신여대입구,UI,503476,1136257,37.592624,127.016403
보문,UI,504065,1134217,37.585286,127.019381
신설동,UI,505342,1131412,37.575297,127.025087
신설동,UI,505342,1131412,37.575297,127.025087
419민주묘지,UI,,,,
가오리,UI,,,,
화계,UI,,,,
북한산우이,UI,,,,
성신여대입구,UI,503476,1136257,37.592624,127.016403
보문,UI,504065,1134217,37.585286,127.019381
솔밭공원,UI,,,,
삼양,UI,,,,
삼양사거리,UI,,,,
솔샘,UI,,,,
북한산보국문,UI,,,,
정릉,UI,,,,
